Task: move-ego-0-0
  Dimension 0: min=0.5873, max=1.0273, mean=0.9236, std=0.0516
  Dimension 4: min=-0.0113, max=0.2712, mean=0.1121, std=0.0561
  Dimension 5: min=0.1038, max=0.2544, mean=0.2288, std=0.0301
  Dimension 6: min=-0.4666, max=-0.3194, mean=-0.3652, std=0.0186
  Dimension 7: min=-0.2532, max=-0.0546, mean=-0.1695, std=0.0365
  Dimension 8: min=0.0338, max=0.1230, mean=0.1024, std=0.0194
  Dimension 9: min=-0.8646, max=-0.0932, mean=-0.1266, std=0.0905
  Dimension 10: min=-0.3471, max=0.0643, mean=-0.2449, std=0.0478
  Dimension 11: min=0.0305, max=0.1744, mean=0.1467, std=0.0371
  Dimension 12: min=-0.9204, max=-0.1829, mean=-0.2237, std=0.0929
  Dimension 13: min=-0.0781, max=0.0234, mean=-0.0581, std=0.0269
  Dimension 14: min=-0.0710, max=-0.0390, mean=-0.0470, std=0.0095
  Dimension 15: min=-0.0989, max=-0.0584, mean=-0.0797, std=0.0069
  Dimension 16: min=-0.0132, max=0.3414, mean=0.1660, std=0.0555
  Dimension 17: min=-0.2788, max=-0.1060, mean=-0.2166, std=0.0208
  Dimension 18: min=-0.4731, max=-0.1732, mean=-0.3354, std=0.0428
  Dimension 19: min=-0.1950, max=-0.0185, mean=-0.1272, std=0.0358
  Dimension 20: min=-0.0938, max=0.0035, mean=-0.0169, std=0.0262
  Dimension 21: min=-0.8715, max=-0.1344, mean=-0.1774, std=0.0910
  Dimension 22: min=-0.2453, max=0.0678, mean=-0.1530, std=0.0647
  Dimension 23: min=-0.1370, max=-0.0441, mean=-0.0686, std=0.0252
  Dimension 24: min=-0.9196, max=-0.2527, mean=-0.2948, std=0.0848
  Dimension 25: min=-0.0576, max=0.0649, mean=0.0334, std=0.0306
  Dimension 26: min=-0.0335, max=0.0016, mean=-0.0252, std=0.0103
  Dimension 27: min=0.0910, max=0.1102, mean=0.0990, std=0.0038
  Dimension 28: min=-0.0454, max=0.2002, mean=0.1584, std=0.0566
  Dimension 29: min=-0.0449, max=0.0071, mean=-0.0324, std=0.0153
  Dimension 30: min=0.0782, max=0.2442, mean=0.1180, std=0.0410
  Dimension 31: min=-0.0082, max=0.2560, mean=0.2134, std=0.0607
  Dimension 32: min=-0.0537, max=0.0057, mean=-0.0385, std=0.0171
  Dimension 33: min=0.0570, max=0.2971, mean=0.1094, std=0.0572
  Dimension 34: min=-0.0431, max=0.4568, mean=0.3693, std=0.0999
  Dimension 35: min=-0.0785, max=0.0172, mean=-0.0551, std=0.0248
  Dimension 36: min=0.1327, max=0.5110, mean=0.2527, std=0.0839
  Dimension 37: min=0.0082, max=0.5303, mean=0.4492, std=0.1043
  Dimension 38: min=-0.0814, max=0.0193, mean=-0.0542, std=0.0273
  Dimension 39: min=0.0957, max=0.5760, mean=0.2499, std=0.1038
  Dimension 40: min=-0.0343, max=0.3677, mean=0.3000, std=0.0831
  Dimension 41: min=0.0118, max=0.0890, mean=0.0317, std=0.0218
  Dimension 42: min=0.1100, max=0.4188, mean=0.2041, std=0.0690
  Dimension 43: min=-0.0432, max=0.3758, mean=0.3103, std=0.0786
  Dimension 44: min=0.1075, max=0.1792, mean=0.1266, std=0.0200
  Dimension 45: min=0.1076, max=0.4493, mean=0.2000, std=0.0664
  Dimension 46: min=-0.0707, max=0.2286, mean=0.1601, std=0.0440
  Dimension 47: min=0.1602, max=0.4339, mean=0.2250, std=0.0363
  Dimension 48: min=-0.0996, max=0.4365, mean=0.0199, std=0.0684
  Dimension 49: min=-0.0719, max=0.2657, mean=0.1681, std=0.0310
  Dimension 50: min=0.0821, max=0.6831, mean=0.1672, std=0.0755
  Dimension 51: min=-0.3191, max=0.4455, mean=-0.2153, std=0.0867
  Dimension 52: min=-0.0868, max=0.3248, mean=0.1650, std=0.0355
  Dimension 53: min=0.1025, max=0.7671, mean=0.1905, std=0.0815
  Dimension 54: min=-0.3983, max=0.4373, mean=-0.2961, std=0.0942
  Dimension 55: min=-0.0388, max=0.3639, mean=0.2897, std=0.0859
  Dimension 56: min=-0.1478, max=-0.0698, mean=-0.1281, std=0.0221
  Dimension 57: min=0.1133, max=0.4159, mean=0.1961, std=0.0717
  Dimension 58: min=-0.0479, max=0.3602, mean=0.2931, std=0.0843
  Dimension 59: min=-0.2493, max=-0.1703, mean=-0.2287, std=0.0226
  Dimension 60: min=0.1133, max=0.4485, mean=0.1853, std=0.0716
  Dimension 61: min=-0.0835, max=0.2049, mean=0.1286, std=0.0626
  Dimension 62: min=-0.4278, max=-0.2136, mean=-0.3130, std=0.0356
  Dimension 63: min=-0.0302, max=0.4352, mean=0.0200, std=0.0683
  Dimension 64: min=-0.0749, max=0.1928, mean=0.1389, std=0.0468
  Dimension 65: min=-0.6833, max=-0.2227, mean=-0.3202, std=0.0535
  Dimension 66: min=-0.2841, max=0.4430, mean=-0.2293, std=0.0890
  Dimension 67: min=-0.0852, max=0.1656, mean=0.1054, std=0.0299
  Dimension 68: min=-0.7685, max=-0.2638, mean=-0.3287, std=0.0581
  Dimension 69: min=-0.3526, max=0.4369, mean=-0.3000, std=0.0928
  Dimension 70: min=-0.0128, max=0.1822, mean=0.1298, std=0.0623
  Dimension 71: min=0.9583, max=1.0000, mean=0.9732, std=0.0138
  Dimension 72: min=-0.0365, max=0.2229, mean=0.1627, std=0.0737
  Dimension 73: min=0.6524, max=1.0000, mean=0.8043, std=0.0844
  Dimension 74: min=-0.0000, max=0.0000, mean=0.0000, std=0.0000
  Dimension 75: min=-0.7579, max=0.2952, mean=-0.5232, std=0.2687
  Dimension 76: min=-0.3315, max=0.2052, mean=0.0896, std=0.1439
  Dimension 77: min=0.8728, max=1.0000, mean=0.9174, std=0.0317
  Dimension 78: min=-0.0000, max=0.4466, mean=0.3376, std=0.1211
  Dimension 79: min=0.5859, max=1.0000, mean=0.8832, std=0.0828
  Dimension 80: min=-0.3430, max=0.1547, mean=-0.2176, std=0.1420
  Dimension 81: min=0.0000, max=0.7984, mean=0.3516, std=0.1484
  Dimension 82: min=-0.4339, max=0.0628, mean=-0.0335, std=0.1105
  Dimension 83: min=0.8763, max=1.0000, mean=0.9182, std=0.0295
  Dimension 84: min=-0.0968, max=0.4790, mean=0.3453, std=0.1534
  Dimension 85: min=-0.6855, max=1.0000, mean=-0.5768, std=0.2312
  Dimension 86: min=-0.1038, max=0.3883, mean=0.2571, std=0.1459
  Dimension 87: min=-0.9989, max=0.0000, mean=-0.7188, std=0.0987
  Dimension 88: min=-0.3613, max=0.0763, mean=-0.0206, std=0.1063
  Dimension 89: min=0.9254, max=1.0000, mean=0.9680, std=0.0119
  Dimension 90: min=-0.2820, max=0.3047, mean=0.1904, std=0.1216
  Dimension 91: min=-0.3342, max=1.0000, mean=-0.1780, std=0.1587
  Dimension 92: min=-0.2152, max=0.2946, mean=0.1850, std=0.1333
  Dimension 93: min=-0.9938, max=0.0000, mean=-0.9404, std=0.0820
  Dimension 94: min=-0.3847, max=-0.0000, mean=-0.1043, std=0.0904
  Dimension 95: min=0.9044, max=1.0000, mean=0.9744, std=0.0141
  Dimension 96: min=-0.2188, max=0.2408, mean=0.1336, std=0.1162
  Dimension 97: min=-0.2953, max=1.0000, mean=-0.1710, std=0.1466
  Dimension 98: min=-0.2795, max=0.2229, mean=0.1155, std=0.1224
  Dimension 99: min=-1.0000, max=0.0000, mean=-0.9571, std=0.0696
  Dimension 100: min=-0.0000, max=0.3810, mean=0.3007, std=0.0496
  Dimension 101: min=0.8770, max=1.0000, mean=0.9288, std=0.0172
  Dimension 102: min=-0.3135, max=-0.0000, mean=-0.2057, std=0.0418
  Dimension 103: min=0.3269, max=1.0000, mean=0.7003, std=0.0987
  Dimension 104: min=-0.1442, max=0.1586, mean=-0.0683, std=0.0774
  Dimension 105: min=0.0000, max=0.9321, mean=0.6943, std=0.0846
  Dimension 106: min=-0.0000, max=0.4343, mean=0.3586, std=0.0470
  Dimension 107: min=0.8234, max=1.0000, mean=0.8785, std=0.0267
  Dimension 108: min=-0.4070, max=0.0338, mean=-0.3010, std=0.0785
  Dimension 109: min=-0.5516, max=1.0000, mean=-0.4160, std=0.2434
  Dimension 110: min=-0.2630, max=0.0043, mean=-0.1210, std=0.0480
  Dimension 111: min=-0.9907, max=0.0000, mean=-0.8628, std=0.0796
  Dimension 112: min=-0.0000, max=0.4895, mean=0.4140, std=0.0518
  Dimension 113: min=0.8237, max=1.0000, mean=0.8646, std=0.0303
  Dimension 114: min=-0.4516, max=0.0740, mean=-0.2625, std=0.0931
  Dimension 115: min=0.0282, max=1.0000, mean=0.2089, std=0.1969
  Dimension 116: min=-0.5062, max=0.0000, mean=-0.3693, std=0.0567
  Dimension 117: min=-0.9568, max=0.0000, mean=-0.8735, std=0.1221
  Dimension 118: min=-0.0000, max=0.4898, mean=0.3629, std=0.0472
  Dimension 119: min=0.8381, max=1.0000, mean=0.9031, std=0.0168
  Dimension 120: min=-0.3794, max=0.0880, mean=-0.2041, std=0.0924
  Dimension 121: min=-0.3447, max=1.0000, mean=0.0845, std=0.2178
  Dimension 122: min=-0.3737, max=0.0000, mean=-0.2513, std=0.0619
  Dimension 123: min=-0.9915, max=0.0000, mean=-0.9324, std=0.0948
  Dimension 124: min=-0.0733, max=0.1350, mean=0.0888, std=0.0440
  Dimension 125: min=0.9693, max=1.0000, mean=0.9809, std=0.0094
  Dimension 126: min=-0.0719, max=0.2301, mean=0.1529, std=0.0667
  Dimension 127: min=-0.0808, max=1.0000, mean=0.1582, std=0.2795
  Dimension 128: min=-0.0720, max=0.2320, mean=0.1468, std=0.0746
  Dimension 129: min=-0.9997, max=0.0000, mean=-0.9104, std=0.2022
  Dimension 130: min=-0.0526, max=0.2330, mean=0.1504, std=0.0512
  Dimension 131: min=0.9695, max=1.0000, mean=0.9830, std=0.0070
  Dimension 132: min=-0.1442, max=0.1243, mean=0.0752, std=0.0519
  Dimension 133: min=0.0765, max=1.0000, mean=0.2829, std=0.2189
  Dimension 134: min=-0.1479, max=0.0860, mean=0.0382, std=0.0512
  Dimension 135: min=-0.9969, max=0.0000, mean=-0.9112, std=0.1941
  Dimension 136: min=-0.0872, max=0.1635, mean=0.0351, std=0.0400
  Dimension 137: min=0.9860, max=1.0000, mean=0.9950, std=0.0024
  Dimension 138: min=-0.1504, max=0.1244, mean=0.0640, std=0.0550
  Dimension 139: min=0.1557, max=1.0000, mean=0.5072, std=0.1569
  Dimension 140: min=-0.1631, max=0.1449, mean=0.0375, std=0.0647
  Dimension 141: min=-0.9878, max=0.0000, mean=-0.8296, std=0.1558
  Dimension 142: min=-0.2402, max=0.0847, mean=0.0099, std=0.0732
  Dimension 143: min=0.9026, max=1.0000, mean=0.9668, std=0.0144
  Dimension 144: min=-0.3936, max=0.2725, mean=-0.2034, std=0.1350
  Dimension 145: min=0.1283, max=1.0000, mean=0.5726, std=0.1723
  Dimension 146: min=-0.3755, max=0.2317, mean=-0.1855, std=0.1330
  Dimension 147: min=-0.9347, max=0.0000, mean=-0.7484, std=0.1741
  Dimension 148: min=-0.1063, max=0.2205, mean=0.0755, std=0.0527
  Dimension 149: min=0.9730, max=1.0000, mean=0.9933, std=0.0043
  Dimension 150: min=-0.1552, max=0.1309, mean=0.0298, std=0.0633
  Dimension 151: min=0.1841, max=1.0000, mean=0.6608, std=0.1611
  Dimension 152: min=-0.2128, max=0.0888, mean=-0.0238, std=0.0520
  Dimension 153: min=-0.9750, max=0.0170, mean=-0.7008, std=0.2074
  Dimension 154: min=-0.3926, max=0.2722, mean=-0.1090, std=0.1227
  Dimension 155: min=0.7920, max=1.0000, mean=0.9383, std=0.0490
  Dimension 156: min=-0.5695, max=-0.0000, mean=-0.2817, std=0.1043
  Dimension 157: min=0.0651, max=1.0000, mean=0.5192, std=0.1506
  Dimension 158: min=-0.5046, max=0.0197, mean=-0.1891, std=0.1028
  Dimension 159: min=-0.9956, max=0.0000, mean=-0.7960, std=0.1670
  Dimension 160: min=-0.8009, max=0.3085, mean=-0.4995, std=0.1762
  Dimension 161: min=-0.1243, max=1.0000, mean=0.3341, std=0.1253
  Dimension 162: min=-0.9496, max=-0.0000, mean=-0.7625, std=0.1041
  Dimension 163: min=0.2395, max=1.0000, mean=0.4058, std=0.0902
  Dimension 164: min=-0.9670, max=0.0161, mean=-0.7013, std=0.1029
  Dimension 165: min=-0.7686, max=0.0044, mean=-0.5533, std=0.1365
  Dimension 166: min=-0.3706, max=0.6287, mean=0.0080, std=0.1364
  Dimension 167: min=-0.4580, max=1.0000, mean=-0.2567, std=0.1676
  Dimension 168: min=-0.9932, max=-0.0000, mean=-0.9372, std=0.0950
  Dimension 169: min=0.2625, max=1.0000, mean=0.6254, std=0.1094
  Dimension 170: min=-0.9427, max=0.0000, mean=-0.7336, std=0.0994
  Dimension 171: min=-0.3579, max=0.4421, mean=0.2045, std=0.0841
  Dimension 172: min=-0.1915, max=0.7902, mean=0.1414, std=0.1311
  Dimension 173: min=-0.0080, max=1.0000, mean=0.1917, std=0.0958
  Dimension 174: min=-0.9993, max=-0.0000, mean=-0.9514, std=0.1084
  Dimension 175: min=0.0575, max=1.0000, mean=0.5816, std=0.1355
  Dimension 176: min=-0.9966, max=0.0000, mean=-0.7862, std=0.1269
  Dimension 177: min=-0.4371, max=0.1521, mean=-0.0727, std=0.0621
  Dimension 178: min=-0.0000, max=0.9124, mean=0.7656, std=0.1078
  Dimension 179: min=-0.1140, max=1.0000, mean=0.4692, std=0.1425
  Dimension 180: min=-0.8210, max=0.0098, mean=-0.3465, std=0.2046
  Dimension 181: min=-0.1046, max=1.0000, mean=0.5515, std=0.1434
  Dimension 182: min=-0.9958, max=0.0000, mean=-0.7930, std=0.1531
  Dimension 183: min=-0.4994, max=0.5484, mean=0.0574, std=0.1407
  Dimension 184: min=-0.1773, max=0.4781, mean=0.1995, std=0.1188
  Dimension 185: min=0.8102, max=1.0000, mean=0.9130, std=0.0311
  Dimension 186: min=-0.0000, max=0.5861, mean=0.3192, std=0.0987
  Dimension 187: min=0.0686, max=1.0000, mean=0.4571, std=0.1923
  Dimension 188: min=-0.0426, max=0.4276, mean=0.2016, std=0.0693
  Dimension 189: min=-0.9970, max=0.0000, mean=-0.8188, std=0.1952
  Dimension 190: min=-0.0000, max=0.9321, mean=0.5724, std=0.1614
  Dimension 191: min=-0.0635, max=1.0000, mean=0.3336, std=0.1181
  Dimension 192: min=-0.0000, max=0.9160, mean=0.7109, std=0.1256
  Dimension 193: min=0.3170, max=1.0000, mean=0.5530, std=0.0976
  Dimension 194: min=-0.0262, max=0.7236, mean=0.4765, std=0.1128
  Dimension 195: min=-0.9217, max=0.0000, mean=-0.6567, std=0.1168
  Dimension 196: min=-0.3523, max=0.2603, mean=-0.0438, std=0.1148
  Dimension 197: min=-0.1694, max=1.0000, mean=-0.0082, std=0.1546
  Dimension 198: min=-0.0000, max=1.0000, mean=0.9755, std=0.0967
  Dimension 199: min=0.6056, max=1.0000, mean=0.8417, std=0.0761
  Dimension 200: min=-0.0558, max=0.7551, mean=0.4966, std=0.1614
  Dimension 201: min=-0.3645, max=0.3283, mean=0.0550, std=0.1004
  Dimension 202: min=-0.5124, max=0.5642, mean=0.2723, std=0.3112
  Dimension 203: min=-0.1776, max=1.0000, mean=0.0621, std=0.2330
  Dimension 204: min=-0.0219, max=0.9940, mean=0.8723, std=0.0996
  Dimension 205: min=0.4308, max=1.0000, mean=0.6506, std=0.1192
  Dimension 206: min=0.0000, max=0.8817, mean=0.7007, std=0.1348
  Dimension 207: min=-0.4400, max=0.1695, mean=-0.2085, std=0.0992
  Dimension 208: min=-0.6283, max=0.8435, mean=0.4238, std=0.4296
  Dimension 209: min=-0.8189, max=1.0000, mean=-0.4817, std=0.3597
  Dimension 210: min=-0.0418, max=1.0000, mean=0.3582, std=0.3822
  Dimension 211: min=0.5201, max=1.0000, mean=0.7389, std=0.1006
  Dimension 212: min=0.0000, max=0.8541, mean=0.6399, std=0.1367
  Dimension 213: min=-0.4846, max=0.4178, mean=0.0345, std=0.1206
  Dimension 214: min=-0.8619, max=0.4145, mean=0.0462, std=0.1067
  Dimension 215: min=-0.4134, max=0.1064, mean=-0.0248, std=0.0738
  Dimension 216: min=-2.1941, max=0.2290, mean=-0.0552, std=0.3256
  Dimension 217: min=-0.5922, max=0.3599, mean=0.0293, std=0.0867
  Dimension 218: min=-0.3883, max=0.1305, mean=-0.0292, std=0.0727
  Dimension 219: min=-2.1706, max=0.1841, mean=-0.0508, std=0.3250
  Dimension 220: min=-0.1558, max=2.2370, mean=0.0199, std=0.1512
  Dimension 221: min=-0.3525, max=0.5950, mean=0.0046, std=0.0982
  Dimension 222: min=-1.9884, max=0.3580, mean=-0.0462, std=0.2820
  Dimension 223: min=-1.7704, max=0.9743, mean=0.0208, std=0.1669
  Dimension 224: min=-0.5915, max=0.3198, mean=-0.0526, std=0.1271
  Dimension 225: min=-1.4872, max=2.5830, mean=0.0182, std=0.2471
  Dimension 226: min=-2.1933, max=0.4172, mean=-0.0030, std=0.2130
  Dimension 227: min=-0.8841, max=0.5975, mean=-0.0612, std=0.1438
  Dimension 228: min=-1.4682, max=1.8931, mean=0.0170, std=0.1986
  Dimension 229: min=-0.5924, max=0.3509, mean=0.0462, std=0.0837
  Dimension 230: min=-0.3766, max=0.1291, mean=-0.0304, std=0.0724
  Dimension 231: min=-2.1971, max=0.2659, mean=-0.0520, std=0.3280
  Dimension 232: min=-0.2285, max=2.3627, mean=0.0924, std=0.2133
  Dimension 233: min=-0.4879, max=0.2020, mean=-0.0027, std=0.0864
  Dimension 234: min=-1.7698, max=0.6282, mean=-0.0436, std=0.2482
  Dimension 235: min=-0.7460, max=0.8134, mean=0.0439, std=0.1511
  Dimension 236: min=-0.4129, max=0.2884, mean=-0.0347, std=0.1045
  Dimension 237: min=-0.4835, max=1.6820, mean=0.0203, std=0.1821
  Dimension 238: min=-1.0480, max=0.5508, mean=0.0367, std=0.1299
  Dimension 239: min=-0.8067, max=0.2421, mean=-0.0356, std=0.1240
  Dimension 240: min=-0.4866, max=1.1599, mean=0.0120, std=0.1645
  Dimension 241: min=-1.1798, max=0.6027, mean=0.0577, std=0.1453
  Dimension 242: min=-0.4768, max=0.1680, mean=-0.0226, std=0.0855
  Dimension 243: min=-2.2252, max=0.2516, mean=-0.0573, std=0.3307
  Dimension 244: min=-0.6463, max=0.6054, mean=0.0703, std=0.1402
  Dimension 245: min=-0.3959, max=0.2697, mean=-0.0068, std=0.0729
  Dimension 246: min=-2.2155, max=0.3034, mean=-0.0693, std=0.3330
  Dimension 247: min=-0.5534, max=0.6040, mean=0.0740, std=0.1423
  Dimension 248: min=-0.3468, max=0.2884, mean=0.0006, std=0.0717
  Dimension 249: min=-2.2373, max=0.3476, mean=-0.0752, std=0.3430
  Dimension 250: min=-0.2340, max=0.7268, mean=0.0973, std=0.1652
  Dimension 251: min=-0.4538, max=0.6193, mean=0.0313, std=0.1405
  Dimension 252: min=-2.2440, max=0.5901, mean=-0.0837, std=0.3949
  Dimension 253: min=-0.2051, max=0.7989, mean=0.1003, std=0.1706
  Dimension 254: min=-0.4933, max=0.6181, mean=0.0423, std=0.1484
  Dimension 255: min=-2.2519, max=0.7155, mean=-0.0912, std=0.4124
  Dimension 256: min=-0.2137, max=0.6716, mean=0.0743, std=0.1496
  Dimension 257: min=-0.4178, max=0.4844, mean=0.0179, std=0.1052
  Dimension 258: min=-2.2414, max=0.3606, mean=-0.0822, std=0.3568
  Dimension 259: min=-0.2490, max=0.7464, mean=0.0601, std=0.1536
  Dimension 260: min=-0.3969, max=0.4801, mean=0.0193, std=0.1033
  Dimension 261: min=-2.3443, max=0.3355, mean=-0.0882, std=0.3712
  Dimension 262: min=-0.4616, max=1.4547, mean=0.0299, std=0.1830
  Dimension 263: min=-0.7848, max=0.2535, mean=-0.0241, std=0.1303
  Dimension 264: min=-2.8167, max=0.4882, mean=-0.1013, std=0.4604
  Dimension 265: min=-0.9834, max=1.8696, mean=0.0368, std=0.2559
  Dimension 266: min=-2.1498, max=0.2830, mean=-0.0526, std=0.2439
  Dimension 267: min=-3.9896, max=0.4972, mean=-0.1263, std=0.5911
  Dimension 268: min=-1.1388, max=2.4843, mean=0.0338, std=0.3148
  Dimension 269: min=-2.6623, max=0.4737, mean=-0.0597, std=0.2965
  Dimension 270: min=-4.4510, max=0.4781, mean=-0.1339, std=0.6320
  Dimension 271: min=-0.1817, max=0.6743, mean=0.1014, std=0.1522
  Dimension 272: min=-0.4085, max=0.5002, mean=0.0164, std=0.1022
  Dimension 273: min=-2.2374, max=0.6059, mean=-0.0756, std=0.3792
  Dimension 274: min=-0.1943, max=0.6779, mean=0.1224, std=0.1787
  Dimension 275: min=-0.3874, max=0.5066, mean=0.0170, std=0.0982
  Dimension 276: min=-2.2985, max=0.8420, mean=-0.0720, std=0.4286
  Dimension 277: min=-0.7482, max=1.4763, mean=0.1310, std=0.4497
  Dimension 278: min=-0.7780, max=0.9570, mean=-0.0021, std=0.1926
  Dimension 279: min=-2.6246, max=0.5944, mean=-0.0645, std=0.4893
  Dimension 280: min=-0.2707, max=1.7831, mean=0.1214, std=0.2055
  Dimension 281: min=-1.0503, max=2.2080, mean=0.0418, std=0.2818
  Dimension 282: min=-4.4476, max=0.7471, mean=-0.0731, std=0.6345
  Dimension 283: min=-0.2211, max=2.1424, mean=0.1327, std=0.2709
  Dimension 284: min=-0.8269, max=2.6254, mean=0.0569, std=0.3094
  Dimension 285: min=-5.0599, max=0.5500, mean=-0.0862, std=0.6598
  Dimension 286: min=-0.8210, max=1.2307, mean=0.0166, std=0.2152
  Dimension 287: min=-2.9593, max=2.2552, mean=0.0861, std=0.4560
  Dimension 288: min=-0.3897, max=1.1178, mean=0.1411, std=0.2706
  Dimension 289: min=-1.1671, max=1.1499, mean=0.0442, std=0.3139
  Dimension 290: min=-8.0267, max=1.2020, mean=-0.0124, std=0.6156
  Dimension 291: min=-0.9055, max=1.8282, mean=0.1464, std=0.3800
  Dimension 292: min=-1.9806, max=1.4292, mean=0.0002, std=0.4156
  Dimension 293: min=-1.0397, max=11.5276, mean=0.2100, std=1.0824
  Dimension 294: min=-0.8757, max=2.3716, mean=0.1586, std=0.4110
  Dimension 295: min=-2.9384, max=2.1701, mean=-0.0019, std=0.4936
  Dimension 296: min=-0.8298, max=8.6065, mean=0.1746, std=0.9507
  Dimension 297: min=-0.8331, max=2.6997, mean=0.1381, std=0.4183
  Dimension 298: min=-2.9485, max=2.1499, mean=0.0052, std=0.4933
  Dimension 299: min=-3.5298, max=11.1007, mean=0.1724, std=1.2108
  Dimension 300: min=-0.6663, max=2.1335, mean=0.1514, std=0.4120
  Dimension 301: min=-1.6625, max=1.0394, mean=-0.0121, std=0.3146
  Dimension 302: min=-7.9782, max=1.3156, mean=-0.0582, std=0.7383
  Dimension 303: min=-0.7733, max=1.6685, mean=0.1335, std=0.3462
  Dimension 304: min=-1.5689, max=1.5278, mean=0.0513, std=0.3466
  Dimension 305: min=-1.6360, max=8.5044, mean=0.1861, std=0.9437
  Dimension 306: min=-1.3233, max=2.0192, mean=0.1002, std=0.3873
  Dimension 307: min=-2.9928, max=1.6051, mean=0.0443, std=0.4408
  Dimension 308: min=-1.5881, max=4.5166, mean=0.1172, std=0.6831
  Dimension 309: min=-2.3412, max=2.1824, mean=0.0983, std=0.4520
  Dimension 310: min=-3.1670, max=2.6506, mean=0.0464, std=0.6191
  Dimension 311: min=-4.8269, max=9.7919, mean=0.1197, std=1.1304
  Dimension 312: min=-2.5127, max=1.7036, mean=0.1182, std=0.4935
  Dimension 313: min=-1.0084, max=1.2063, mean=0.0084, std=0.2812
  Dimension 314: min=-1.3736, max=4.0030, mean=0.1365, std=0.5755
  Dimension 315: min=-0.8345, max=1.8729, mean=0.1461, std=0.3029
  Dimension 316: min=-1.5370, max=1.1016, mean=-0.0085, std=0.3774
  Dimension 317: min=-1.1207, max=4.0880, mean=0.1233, std=0.6420
  Dimension 318: min=-0.6656, max=1.4768, mean=0.1547, std=0.3001
  Dimension 319: min=-2.4039, max=1.9906, mean=-0.0318, std=0.5882
  Dimension 320: min=-1.9032, max=4.9627, mean=0.1138, std=0.7825
  Dimension 321: min=-0.7529, max=1.7101, mean=0.1822, std=0.4288
  Dimension 322: min=-2.3000, max=2.0525, mean=-0.0614, std=0.5795
